transaction_id,sender_id,receiver_id,amount,timestamp,is_fraud
TXN0016896,ACC01608,ACC01222,99.35,2024-01-01 12:10:37.903846,0
TXN0018755,ACC01956,ACC01791,4.55,2024-01-01 12:17:43.702808,0
TXN0006404,ACC01074,ACC00510,61.91,2024-01-01 12:17:44.878300,0
TXN0015404,ACC00718,ACC00315,47.96,2024-01-01 12:21:30.973497,0
TXN0017146,ACC00392,ACC00320,79.76,2024-01-01 12:29:56.168000,0
TXN0018901,ACC00057,ACC01550,51.66,2024-01-01 12:33:43.765904,0
TXN0013165,ACC00072,ACC00882,12.44,2024-01-01 12:39:55.312778,0
TXN0010042,ACC01071,ACC01844,24.26,2024-01-01 12:40:42.629799,0
TXN0005992,ACC01517,ACC00478,9.99,2024-01-01 12:44:50.901717,0
TXN0004696,ACC00898,ACC01373,61.08,2024-01-01 12:51:29.330354,0
TXN0009634,ACC00523,ACC00532,30.51,2024-01-01 13:01:01.554691,0
TXN0009002,ACC00500,ACC00641,60.25,2024-01-01 13:11:25.240901,0
TXN0015963,ACC00672,ACC01705,39.74,2024-01-01 13:24:59.136302,0
TXN0008106,ACC01710,ACC00764,31.63,2024-01-01 13:29:36.633453,0
TXN0008895,ACC01285,ACC00342,385.59,2024-01-01 13:33:06.195816,0
TXN0006122,ACC00406,ACC01040,13.27,2024-01-01 13:38:12.933257,0
TXN0002679,ACC01076,ACC00165,24.14,2024-01-01 13:42:54.322833,0
TXN0005594,ACC01270,ACC00601,127.73,2024-01-01 13:43:28.366813,0
TXN0019117,ACC01895,ACC00171,34.81,2024-01-01 13:43:35.401557,0
TXN0000981,ACC00105,ACC01566,55.18,2024-01-01 13:47:20.618851,0
TXN0008255,ACC01361,ACC01900,183.61,2024-01-01 14:01:46.866080,0
TXN0005512,ACC00401,ACC00999,71.17,2024-01-01 14:04:38.415911,0
TXN0002192,ACC01966,ACC00618,375.84,2024-01-01 14:11:19.214092,0
TXN0019692,ACC00193,ACC01043,49296.02,2024-01-01 14:13:21.491042,1
TXN0000987,ACC01078,ACC00032,94.9,2024-01-01 14:16:57.687971,0
TXN0018040,ACC01064,ACC00694,78.63,2024-01-01 14:19:01.139453,0
TXN0012727,ACC01230,ACC01037,22.95,2024-01-01 14:19:08.966755,0
TXN0010465,ACC00616,ACC00011,14.15,2024-01-01 14:47:34.627874,0
TXN0015932,ACC00848,ACC00040,20.39,2024-01-01 14:55:10.496669,0
TXN0016364,ACC00107,ACC01503,39.25,2024-01-01 14:59:04.787471,0
TXN0012760,ACC01402,ACC00942,133.23,2024-01-01 15:02:57.893935,0
TXN0009533,ACC01985,ACC01849,16.18,2024-01-01 15:03:50.678377,0
TXN0013409,ACC01598,ACC00465,57.48,2024-01-01 15:11:24.460141,0
TXN0013188,ACC00867,ACC00109,92.55,2024-01-01 15:18:36.160069,0
TXN0018180,ACC00729,ACC00380,15.17,2024-01-01 15:24:38.362645,0
TXN0000037,ACC01299,ACC00451,3.15,2024-01-01 15:31:55.963948,0
TXN0014296,ACC01317,ACC00591,21.84,2024-01-01 15:36:03.530793,0
TXN0014850,ACC01530,ACC01389,3.75,2024-01-01 15:38:09.463739,0
TXN0009739,ACC00947,ACC00270,53.91,2024-01-01 15:38:37.385502,0
TXN0004054,ACC01840,ACC01527,9.74,2024-01-01 15:44:49.037452,0
TXN0009225,ACC01023,ACC00274,41.14,2024-01-01 15:49:02.132772,0
TXN0011905,ACC01668,ACC00753,732.42,2024-01-01 15:49:02.621122,0
TXN0010456,ACC00893,ACC00271,17.49,2024-01-01 16:00:12.497102,0
TXN0019897,ACC00062,ACC00040,44787.39,2024-01-01 16:03:52.374715,1
TXN0017025,ACC01181,ACC01113,47.42,2024-01-01 16:19:17.464696,0
TXN0004434,ACC01639,ACC00810,17.05,2024-01-01 16:25:37.529690,0
TXN0006983,ACC01049,ACC00774,14.79,2024-01-01 16:27:54.850760,0
TXN0000526,ACC01323,ACC00112,4.7,2024-01-01 16:36:14.779957,0
TXN0000529,ACC00731,ACC00245,11.19,2024-01-01 16:41:47.753483,0
TXN0019451,ACC01454,ACC01131,38202.23,2024-01-01 16:47:18.344756,1
TXN0016302,ACC01528,ACC00028,11.23,2024-01-01 16:51:12.638391,0
TXN0012279,ACC00877,ACC01011,7.81,2024-01-01 16:54:19.139753,0
TXN0003248,ACC00110,ACC00684,43.59,2024-01-01 17:00:30.408894,0
TXN0019852,ACC01347,ACC01770,48268.26,2024-01-01 17:05:02.531221,1
TXN0008405,ACC01546,ACC01861,1.94,2024-01-01 17:06:20.773392,0
TXN0008602,ACC01032,ACC01473,737.43,2024-01-01 17:11:13.847379,0
TXN0005011,ACC01404,ACC01284,79.86,2024-01-01 17:12:59.294242,0
TXN0004106,ACC01318,ACC01511,23.26,2024-01-01 17:20:32.652126,0
TXN0008235,ACC00744,ACC00671,85.28,2024-01-01 17:23:16.365920,0
TXN0012339,ACC00072,ACC00563,58.34,2024-01-01 17:30:37.405933,0
TXN0000769,ACC00641,ACC01100,291.47,2024-01-01 17:39:47.508646,0
TXN0011960,ACC01395,ACC01773,33.83,2024-01-01 17:50:04.373465,0
TXN0017435,ACC01327,ACC00511,23.94,2024-01-01 17:53:51.740966,0
TXN0002075,ACC01038,ACC01096,22.66,2024-01-01 17:57:53.851997,0
TXN0004654,ACC00245,ACC01986,77.02,2024-01-01 18:00:12.017736,0
TXN0012725,ACC00255,ACC00875,109.33,2024-01-01 18:01:07.157214,0
TXN0010257,ACC00962,ACC01699,24.18,2024-01-01 18:03:55.989796,0
TXN0016782,ACC00666,ACC01802,177.49,2024-01-01 18:08:36.947140,0
TXN0001214,ACC01171,ACC01153,23.24,2024-01-01 18:18:19.593427,0
TXN0011699,ACC00103,ACC00558,5.77,2024-01-01 18:22:44.591054,0
TXN0008358,ACC00926,ACC00704,16.82,2024-01-01 18:26:17.023806,0
TXN0011349,ACC01330,ACC00125,44.81,2024-01-01 18:37:10.141246,0
TXN0011869,ACC01332,ACC00496,56.98,2024-01-01 18:44:32.043139,0
TXN0007614,ACC00750,ACC01761,201.56,2024-01-01 18:52:59.020136,0
TXN0006581,ACC00546,ACC01612,44.44,2024-01-01 18:53:32.724183,0
TXN0011731,ACC01049,ACC01871,623.23,2024-01-01 19:05:00.834272,0
TXN0004167,ACC01306,ACC01427,24.64,2024-01-01 19:08:25.661496,0
TXN0014054,ACC00942,ACC00058,30.16,2024-01-01 19:09:07.511459,0
TXN0018036,ACC00158,ACC01726,7.55,2024-01-01 19:12:38.127756,0
TXN0008917,ACC01388,ACC01303,18.01,2024-01-01 19:30:36.438191,0
TXN0011720,ACC00923,ACC01723,25.62,2024-01-01 19:31:16.325399,0
TXN0017062,ACC01924,ACC01254,17.86,2024-01-01 19:35:40.574295,0
TXN0019933,ACC01164,ACC00873,34.33,2024-01-01 19:54:57.929587,1
TXN0006745,ACC00082,ACC01579,10.95,2024-01-01 19:55:34.706036,0
TXN0005637,ACC00391,ACC01157,9.88,2024-01-01 20:01:54.213727,0
TXN0001205,ACC01506,ACC00911,34.77,2024-01-01 20:03:35.304603,0
TXN0019783,ACC00627,ACC01117,28200.38,2024-01-01 20:05:34.940253,1
TXN0011812,ACC01968,ACC01983,23.55,2024-01-01 20:19:56.702275,0
TXN0019326,ACC00839,ACC01631,61.62,2024-01-01 20:38:02.332749,0
TXN0001136,ACC00802,ACC01950,138.02,2024-01-01 20:42:00.826044,0
TXN0013902,ACC01941,ACC00585,31.31,2024-01-01 20:45:03.454027,0
TXN0019575,ACC01043,ACC00947,49630.04,2024-01-01 20:45:42.103664,1
TXN0014171,ACC01649,ACC00967,190.69,2024-01-01 20:47:33.860657,0
TXN0016321,ACC01593,ACC01064,7.42,2024-01-01 20:53:16.088608,0
TXN0009313,ACC00127,ACC01860,29.86,2024-01-01 20:53:26.496131,0
TXN0013069,ACC00232,ACC00640,17.14,2024-01-01 20:58:05.250843,0
TXN0002017,ACC01047,ACC01651,2.99,2024-01-01 21:02:36.055573,0
TXN0012697,ACC01148,ACC01605,28.22,2024-01-01 21:10:49.324844,0
TXN0005128,ACC01836,ACC00970,39.63,2024-01-01 21:12:49.545030,0
TXN0018626,ACC00478,ACC01599,4.41,2024-01-01 21:18:25.361761,0
TXN0017191,ACC01889,ACC01462,46.54,2024-01-01 21:21:11.657177,0
TXN0014853,ACC00125,ACC01259,16.71,2024-01-01 21:21:51.642065,0
TXN0008942,ACC00878,ACC01794,27.82,2024-01-01 21:24:41.633420,0
TXN0003314,ACC00321,ACC01578,21.46,2024-01-01 21:29:21.195894,0
TXN0018130,ACC00429,ACC01268,20.81,2024-01-01 21:37:31.730936,0
TXN0008642,ACC00080,ACC00501,130.59,2024-01-01 21:56:49.138209,0
TXN0019186,ACC01245,ACC01629,22.23,2024-01-01 21:58:21.509010,0
TXN0008311,ACC00431,ACC01436,843.87,2024-01-01 22:02:56.487152,0
TXN0006391,ACC00913,ACC00194,32.96,2024-01-01 22:14:05.761149,0
TXN0014316,ACC00072,ACC01236,89.09,2024-01-01 22:24:47.840575,0
TXN0004548,ACC00103,ACC01691,54.2,2024-01-01 22:27:19.506796,0
TXN0010911,ACC00232,ACC00821,50.01,2024-01-01 22:30:40.881873,0
TXN0001089,ACC00955,ACC00216,26.16,2024-01-01 22:46:59.481173,0
TXN0006370,ACC01463,ACC00825,24.27,2024-01-01 22:49:40.287497,0
TXN0014846,ACC00431,ACC01650,74.09,2024-01-01 22:57:39.214831,0
TXN0007290,ACC00174,ACC00951,0.96,2024-01-01 22:59:07.391652,0
TXN0007129,ACC01969,ACC00017,159.47,2024-01-01 23:03:05.026955,0
TXN0004048,ACC01788,ACC01791,29.22,2024-01-01 23:06:01.849691,0
TXN0013318,ACC00464,ACC00857,27.95,2024-01-01 23:11:18.064784,0
TXN0003703,ACC00885,ACC00077,12.13,2024-01-01 23:11:33.722176,0
TXN0002545,ACC01180,ACC01595,55.68,2024-01-01 23:17:31.719602,0
TXN0004287,ACC01110,ACC00328,41.38,2024-01-01 23:28:26.273108,0
TXN0006626,ACC01118,ACC00339,51.84,2024-01-01 23:52:52.892304,0
TXN0014649,ACC00434,ACC01742,31.9,2024-01-01 23:57:42.392100,0
TXN0012215,ACC01651,ACC00007,19.69,2024-01-02 00:01:28.019204,0
TXN0008008,ACC00860,ACC00249,22.75,2024-01-02 00:12:02.948432,0
TXN0003713,ACC01487,ACC01564,2.56,2024-01-02 00:12:53.765565,0
TXN0002396,ACC01410,ACC00434,10.95,2024-01-02 00:24:07.555797,0
TXN0014409,ACC00016,ACC01099,129.79,2024-01-02 00:46:16.195624,0
TXN0007757,ACC00972,ACC01910,534.41,2024-01-02 00:54:48.573122,0
TXN0003961,ACC00987,ACC00752,320.07,2024-01-02 01:03:40.398703,0
TXN0007792,ACC00139,ACC00910,10.91,2024-01-02 01:05:20.165912,0
TXN0001654,ACC01353,ACC00111,49.71,2024-01-02 01:09:10.488793,0
TXN0005684,ACC00885,ACC00660,16.83,2024-01-02 01:17:56.483015,0
TXN0011240,ACC01616,ACC00911,25.56,2024-01-02 01:22:53.567125,0
TXN0000988,ACC01217,ACC00842,25.4,2024-01-02 01:35:53.128162,0
TXN0018361,ACC01601,ACC00309,22.11,2024-01-02 01:37:45.557775,0
TXN0012597,ACC01252,ACC01184,81.81,2024-01-02 01:46:42.234986,0
TXN0013632,ACC00071,ACC00168,133.75,2024-01-02 01:49:23.473442,0
TXN0014092,ACC00016,ACC01981,5.53,2024-01-02 01:52:42.953204,0
TXN0009250,ACC00108,ACC00973,12.58,2024-01-02 01:55:05.824824,0
TXN0011288,ACC01379,ACC01309,12.91,2024-01-02 01:58:05.017313,0
TXN0016775,ACC00383,ACC00395,33.77,2024-01-02 02:04:22.949947,0
TXN0010293,ACC00907,ACC00778,26.87,2024-01-02 02:04:28.849049,0
TXN0009894,ACC00136,ACC01338,28.11,2024-01-02 02:06:35.829334,0
TXN0006645,ACC00095,ACC00621,286.63,2024-01-02 02:10:04.164675,0
TXN0005474,ACC01412,ACC01857,27.01,2024-01-02 02:21:13.315600,0
TXN0003534,ACC00241,ACC00210,409.53,2024-01-02 02:32:36.015880,0
TXN0019966,ACC00351,ACC00815,35450.85,2024-01-02 02:37:18.331217,1
TXN0004882,ACC01709,ACC01245,11.91,2024-01-02 02:39:08.966552,0
TXN0004278,ACC00544,ACC00157,30.52,2024-01-02 02:57:06.596620,0
TXN0002106,ACC00850,ACC01697,11.24,2024-01-02 03:14:58.033818,0
TXN0010148,ACC00901,ACC00198,4.14,2024-01-02 03:30:09.706162,0
TXN0014106,ACC00200,ACC00912,293.8,2024-01-02 03:33:35.691572,0
TXN0003797,ACC00418,ACC00008,42.71,2024-01-02 03:43:19.301000,0
TXN0011142,ACC00544,ACC00910,6.75,2024-01-02 03:45:10.243300,0
TXN0002880,ACC01820,ACC00294,2.26,2024-01-02 03:51:32.234010,0
TXN0005760,ACC00796,ACC00170,34.31,2024-01-02 03:55:13.430494,0
TXN0016979,ACC00463,ACC00856,39.92,2024-01-02 03:59:33.635834,0
TXN0014693,ACC01341,ACC01242,105.56,2024-01-02 04:02:59.614767,0
TXN0007134,ACC01156,ACC01894,20.73,2024-01-02 04:20:22.664162,0
TXN0004572,ACC00130,ACC00436,87.42,2024-01-02 04:21:24.158643,0
TXN0013566,ACC01084,ACC00836,68.0,2024-01-02 04:23:03.991968,0
TXN0018044,ACC00380,ACC01428,25.32,2024-01-02 04:36:26.957450,0
TXN0018937,ACC01715,ACC00707,90.66,2024-01-02 05:04:15.058825,0
TXN0012084,ACC01486,ACC01562,12.61,2024-01-02 05:06:50.856198,0
TXN0004213,ACC01386,ACC01228,3.56,2024-01-02 05:09:11.925648,0
TXN0007909,ACC01737,ACC01838,84.76,2024-01-02 05:25:08.915813,0
TXN0004103,ACC00766,ACC01025,95.91,2024-01-02 05:28:54.276265,0
TXN0011050,ACC01317,ACC01179,187.39,2024-01-02 05:40:48.365903,0
TXN0015857,ACC00369,ACC00403,398.27,2024-01-02 05:43:22.445943,0
TXN0017929,ACC00904,ACC00776,18.64,2024-01-02 05:45:32.204792,0
TXN0014627,ACC01944,ACC00899,129.29,2024-01-02 05:45:53.859241,0
TXN0019631,ACC01184,ACC01641,32.09,2024-01-02 05:46:22.783225,1
TXN0000423,ACC01748,ACC00808,106.26,2024-01-02 06:03:51.462065,0
TXN0017129,ACC01873,ACC01711,1.52,2024-01-02 06:12:33.763915,0
TXN0009243,ACC00407,ACC00594,8.78,2024-01-02 06:12:56.753044,0
TXN0007312,ACC00411,ACC00153,43.32,2024-01-02 06:16:09.132579,0
TXN0017615,ACC01485,ACC01648,12.42,2024-01-02 06:17:01.091057,0
TXN0000858,ACC01592,ACC00381,17.07,2024-01-02 06:25:18.705129,0
TXN0016739,ACC00907,ACC01310,12.11,2024-01-02 06:33:58.133864,0
TXN0004396,ACC01623,ACC00648,11.24,2024-01-02 06:38:36.388028,0
TXN0002559,ACC01896,ACC00526,100.4,2024-01-02 06:40:42.606251,0
TXN0016664,ACC01759,ACC00865,37.63,2024-01-02 06:41:03.848037,0
TXN0010411,ACC01799,ACC00642,41.0,2024-01-02 06:41:06.193349,0
TXN0005976,ACC00094,ACC01165,240.8,2024-01-02 06:41:45.826117,0
TXN0015980,ACC01737,ACC00048,2.99,2024-01-02 06:53:05.267932,0
TXN0006303,ACC01054,ACC00357,128.15,2024-01-02 06:58:59.234962,0
TXN0002659,ACC01435,ACC00267,64.32,2024-01-02 07:01:43.833784,0
TXN0002729,ACC01025,ACC00571,18.5,2024-01-02 07:19:41.991814,0
TXN0009336,ACC00327,ACC01775,175.87,2024-01-02 07:25:00.500895,0
TXN0018866,ACC00213,ACC01522,104.58,2024-01-02 07:26:38.962666,0
TXN0008120,ACC00700,ACC01394,130.1,2024-01-02 07:45:52.587013,0
TXN0009851,ACC00788,ACC00021,27.45,2024-01-02 07:48:24.469419,0
TXN0000057,ACC01193,ACC01713,22.85,2024-01-02 07:52:37.092110,0
TXN0007340,ACC01459,ACC00749,16.13,2024-01-02 08:02:14.815951,0
TXN0008000,ACC01804,ACC00239,31.83,2024-01-02 08:11:24.417768,0
TXN0008550,ACC00349,ACC01366,6.72,2024-01-02 08:12:11.860514,0
TXN0007240,ACC01836,ACC00443,75.63,2024-01-02 08:15:19.774465,0
TXN0009452,ACC00459,ACC00741,15.63,2024-01-02 08:29:47.852781,0
TXN0019816,ACC00782,ACC00449,8244.46,2024-01-02 08:41:17.011945,1
TXN0014594,ACC01811,ACC00249,3.47,2024-01-02 08:53:11.621752,0
TXN0016867,ACC00854,ACC01653,22.0,2024-01-02 08:58:20.715650,0
TXN0012262,ACC01276,ACC01260,125.77,2024-01-02 09:18:55.400505,0
TXN0007334,ACC01901,ACC01622,44.26,2024-01-02 09:23:51.171063,0
TXN0004948,ACC01936,ACC00929,20.85,2024-01-02 09:30:23.268491,0
TXN0004440,ACC00922,ACC00066,6.5,2024-01-02 09:32:41.784644,0
TXN0010031,ACC00873,ACC00271,103.0,2024-01-02 09:36:03.373772,0
TXN0013176,ACC01316,ACC00917,26.04,2024-01-02 09:38:35.254806,0
TXN0004659,ACC01767,ACC00603,12.65,2024-01-02 09:40:46.499607,0
TXN0002678,ACC01721,ACC00323,37.13,2024-01-02 09:45:41.417062,0
TXN0004186,ACC00570,ACC01990,554.96,2024-01-02 09:46:44.894778,0
TXN0001013,ACC01881,ACC00644,14.48,2024-01-02 09:49:17.348212,0
TXN0018082,ACC00213,ACC01049,19.51,2024-01-02 09:57:51.130469,0
TXN0012347,ACC00926,ACC01804,31.37,2024-01-02 10:04:07.089207,0
TXN0000462,ACC01299,ACC00663,14.3,2024-01-02 10:05:13.705383,0
TXN0017565,ACC01794,ACC01605,53.54,2024-01-02 10:09:33.754698,0
TXN0003459,ACC01323,ACC00672,8.12,2024-01-02 10:17:21.015269,0
TXN0015796,ACC00272,ACC01976,22.71,2024-01-02 10:21:42.330614,0
TXN0005802,ACC00373,ACC00662,20.23,2024-01-02 10:24:10.921891,0
TXN0012233,ACC01139,ACC00818,30.36,2024-01-02 10:25:15.212837,0
TXN0006075,ACC01767,ACC01013,13.13,2024-01-02 10:27:50.238140,0
TXN0017786,ACC00912,ACC00773,46.63,2024-01-02 10:43:17.032888,0
TXN0009940,ACC00179,ACC01259,16.76,2024-01-02 10:52:21.118712,0
TXN0015539,ACC00235,ACC01839,51.2,2024-01-02 10:52:53.691631,0
TXN0005576,ACC01132,ACC00764,14.85,2024-01-02 10:59:41.070630,0
TXN0006365,ACC00421,ACC00048,282.82,2024-01-02 11:02:06.690044,0
TXN0010938,ACC01875,ACC01673,1.66,2024-01-02 11:02:36.582860,0
TXN0010063,ACC00625,ACC01392,280.91,2024-01-02 11:08:22.573473,0
TXN0010283,ACC00275,ACC01142,43.81,2024-01-02 11:11:10.914946,0
TXN0019548,ACC00501,ACC00457,37951.67,2024-01-02 11:12:46.680354,1
TXN0015326,ACC00703,ACC00664,20.67,2024-01-02 11:47:49.388136,0
TXN0004587,ACC00245,ACC00493,99.75,2024-01-02 11:49:47.779442,0
TXN0001238,ACC01706,ACC00149,65.55,2024-01-02 12:02:56.788170,0
